name	level	cui
etidronic acid and calcium, sequential	5.0	C3652769
pentosan polysulfate sodium	5.0	C0524684
cefacetrile	5.0	C0007714
moxidectin	5.0	C0163557
oxybuprocaine	5.0	C0053114
ansuvimab	5.0	C5432324
saxagliptin and dapagliflozin	5.0	C4059158
chlorobutanol	5.0	C0008232
meprobamate, combinations	5.0	C3652847
eplerenone	5.0	C0961485
oxytetracycline	5.0	C0030092
luseogliflozin	5.0	C2933904
gliclazide	5.0	C0017631
oxycodone and ibuprofen	5.0	C1532485
rilmenidine	5.0	C0140591
bezlotoxumab	5.0	C4291320
carglumic acid	5.0	C1318649
felbamate	5.0	C0060135
carfilzomib	5.0	C2001856
medifoxamine	5.0	C0065858
buphenine	5.0	C0028735
ketoconazole	5.0	C0022625
phenylmercuric borate	5.0	C3652532
moexipril	5.0	C0066685
fenoxazoline	5.0	C0060183
nizofenone	5.0	C0068887
adefovir dipivoxil	5.0	C0540694
artesunate and amodiaquine	5.0	C1869889
trioxysalen	5.0	C0041086
pheniramine	5.0	C0031408
flutemetamol (18F)	5.0	C2983948
diprophylline	5.0	C0013360
formoterol and mometasone	5.0	C2927178
naltrexone	5.0	C0027360
phenylephrine	5.0	C0031469
suprofen	5.0	C0038878
vilanterol, umeclidinium bromide and fluticasone furoate	5.0	C4542179
amikacin	5.0	C0002499
multienzymes and acid preparations	5.0	C3652739
lanoconazole	5.0	C0125333
rhenium (186Re) sulfide colloid	5.0	C3652624
serum gonadotrophin	5.0	C0857937
naftazone	5.0	C0068366
benidipine	5.0	C0053108
pectin	5.0	C0070203
gemtuzumab ozogamicin	5.0	C1533699
chloramphenicol	5.0	C0008168
interferon alfa natural	5.0	C0002199
galsulfase	5.0	C1615657
thioridazine	5.0	C0039943
indometacin	5.0	C0021246
ordinary salt combinations and antiflatulents	5.0	C3652817
diosmectite	5.0	C0163748
betamethasone	5.0	C0005308
bisoxatin	5.0	C3652923
invert sugar	5.0	C0063739
metformin, linagliptin and empagliflozin	5.0	C5241834
tribenoside	5.0	C0077015
methylnortestosterone and estrogen	5.0	C3652740
diethyltoluamide	5.0	C0011134
abarelix	5.0	C0965390
menthae piperitae aetheroleum	5.0	C0070325
dydrogesterone	5.0	C0013340
moxisylyte	5.0	C0040108
sodium perborate	5.0	C0074750
coagulation factor VIIa	5.0	C0015505
kallidinogenase	5.0	C0022478
reserpine, combinations	5.0	C3652842
Insulins and analogs for injection, intermediate-acting combinations	5.0	C3539974
phenyl salicylate	5.0	C0073999
benzyl benzoate	5.0	C0053289
dexbrompheniramine	5.0	C0057605
fluocortolone	5.0	C0016301
eptifibatide	5.0	C0253563
tecovirimat	5.0	C2713595
technetium (99mTc) phytate	5.0	C3652580
diphtheria antitoxin	5.0	C0012547
pioglitazone and alogliptin	5.0	C3535925
ceftolozane and beta-lactamase inhibitor	5.0	C4059168
clonidine and diuretics	5.0	C3653042
vemurafenib	5.0	C3192263
delapril	5.0	C0057301
antithrombin III	5.0	C0003438
technetium (99mTc) mebrofenin	5.0	C0075962
Enema combinations	5.0	C3539968
alendronic acid and colecalciferol	5.0	C1562240
alitretinoin	5.0	C0281666
isopropamide and psycholeptics	5.0	C3652454
tilorone	5.0	C0040221
bacitracin	5.0	C0004599
follitropin alfa	5.0	C1268876
flibanserin	5.0	C0754280
mesalazine	5.0	C0127615
prednimustine	5.0	C0032949
dexamethasone and antiinfectives	5.0	C3652910
ergocalciferol	5.0	C0014695
coagulation factor IX	5.0	C0015491
cefadroxil	5.0	C0007538
tocainide	5.0	C0085237
pravastatin, ezetimibe and fenofibrate	5.0	C5577414
almasilate	5.0	C0051515
sequifenadine	5.0	C2348186
afelimomab	5.0	C0966666
methylnaltrexone bromide	5.0	C2343921
pheneturide	5.0	C0059837
bempedoic acid and ezetimibe	5.0	C5242093
bermekimab	5.0	C4542166
iodine (131I) omburtamab	5.0	C1541591
ethyl biscoumacetate	5.0	C0015056
gestodene and ethinylestradiol	5.0	C1630394
orphenadrine, combinations	5.0	C2014108
measles, live attenuated	5.0	C0770689
chlorzoxazone, combinations excl. psycholeptics	5.0	C3653212
carvedilol and ivabradine	5.0	C4301608
sultamicillin	5.0	C2930041
benzalkonium	5.0	C0005025
various antiseptic throat preparations	5.0	C3540766
levonorgestrel and ethinylestradiol	5.0	C0717761
teriparatide	5.0	C0070093
cromoglicic acid	5.0	C0086073
loxapine	5.0	C0024056
technetium (99mTc) arcitumomab	5.0	C0758542
zofenopril and diuretics	5.0	C3653074
ibandronic acid and colecalciferol	5.0	C4759131
treosulfan	5.0	C0076959
lamivudine and dolutegravir	5.0	C4765557
hexoprenaline	5.0	C0019476
noretynodrel and estrogen	5.0	C3652734
carbocromen	5.0	C0008593
etomidate	5.0	C0015131
cisplatin	5.0	C0008838
etoperidone	5.0	C0059873
tirbanibulin	5.0	C5239395
iotrolan	5.0	C0123865
furazidin	5.0	C0878309
tosufloxacin	5.0	C0076843
paclitaxel and encequidar	5.0	C5783060
technetium (99mTc) furifosmin	5.0	C3652463
immunoglobulins, normal human, for extravascular adm.	5.0	C3652961
clofoctol	5.0	C0055915
ioglycamic acid	5.0	C0022003
magnesium peroxide	5.0	C0771691
isosorbide dinitrate	5.0	C0022252
mercaptopurine	5.0	C0000618
pidotimod	5.0	C0081002
oxantel	5.0	C0069734
potassium iodide	5.0	C0032831
mefenamic acid	5.0	C0025152
ascorbic acid	5.0	C0003968
prenylamine	5.0	C0033059
haemophilus influenza B, combinations with meningococcus C,Y, conjugated	5.0	C5577410
phentolamine	5.0	C0031448
diclofenac	5.0	C0012091
fluindione	5.0	C0117899
adapalene	5.0	C0165631
baloxavir marboxil	5.0	C4688747
chlordiazepoxide	5.0	C0008188
tiazotic acid	5.0	C4301629
insulin aspart	5.0	C0123677
alaproclate	5.0	C0051086
guanfacine	5.0	C0079466
gonadorelin	5.0	C0023610
simvastatin, acetylsalicylic acid and ramipril	5.0	C3652712
cefuroxime and metronidazole	5.0	C0358865
venetoclax	5.0	C4079830
rizatriptan	5.0	C0297635
oxymorphone	5.0	C0030073
potassium gluconate	5.0	C0301527
terbutaline	5.0	C0039542
deptropine	5.0	C0057763
methallenestril	5.0	C0066078
meclofenoxate	5.0	C0007710
lithium	5.0	C0023870
esketamine	5.0	C2825616
gemigliptin and rosuvastatin	5.0	C4759130
aliskiren and hydrochlorothiazide	5.0	C2241628
typhoid, combinations with paratyphi types	5.0	C3653217
olmesartan medoxomil	5.0	C0386393
magnesium hydroxide	5.0	C0024476
folic acid, combinations	5.0	C3652867
ethisterone and estrogen	5.0	C3652770
mometasone	5.0	C0360564
drospirenone and estetrol	5.0	C5432206
phenol	5.0	C0070570
pioglitazone and sitagliptin	5.0	C3652723
carbamazepine	5.0	C0006949
miglustat	5.0	C1321596
atomoxetine	5.0	C0076823
basiliximab	5.0	C0676831
vaginal ring with progestogen	5.0	C4759125
syrosingopine and diuretics	5.0	C3653066
interferon beta-1a	5.0	C0254119
sulbentine	5.0	C2348593
tryptophan	5.0	C0041249
vaccinia immunoglobulin	5.0	C0301513
collagenase clostridium histolyticum	5.0	C0009053
linagliptin	5.0	C2746078
levomepromazine	5.0	C0025678
piribedil	5.0	C0031979
fluconazole	5.0	C0016277
corticorelin	5.0	C0772289
amrinone	5.0	C0002697
allylestrenol	5.0	C0002158
doxepin	5.0	C0013085
iproniazide	5.0	C0022059
reproterol	5.0	C0073076
chloroprocaine	5.0	C0055443
Hippocastani semen	5.0	C0874047
rubella immunoglobulin	5.0	C1827835
zalcitabine	5.0	C0012132
tacrine	5.0	C0039245
vincamine	5.0	C0042674
granisetron	5.0	C0061863
lonazolac	5.0	C0065166
natural phospholipids	5.0	C3652545
liranaftate	5.0	C1173390
plastic IUD	5.0	C3653276
demecarium	5.0	C0360174
sulfadiazine	5.0	C0038675
lentinan	5.0	C0023324
valrubicin	5.0	C0068314
lefamulin	5.0	C4482908
elobixibat	5.0	C3659266
benazepril and amlodipine	5.0	C0717411
quinidine, combinations excl. psycholeptics	5.0	C3653209
ketobemidone	5.0	C0064311
rilpivirine	5.0	C1566826
phenprobamate	5.0	C0070591
levonorgestrel and estrogen	5.0	C3652786
methoxyphenamine	5.0	C0066165
somatrogon	5.0	C4726772
palovarotene	5.0	C2745017
chlormezanone	5.0	C0008223
amifostine	5.0	C0015020
prednisolone, combinations	5.0	C3653107
levocarnitine	5.0	C0087163
selinexor	5.0	C3852671
memantine	5.0	C0025242
altretamine	5.0	C0019453
dorzagliatin	5.0	C5139834
ferrous glycine sulfate	5.0	C0357059
theobromine	5.0	C0039763
aminophylline, combinations	5.0	C3653181
hydrocortisone, combinations	5.0	C3653117
pioglitazone	5.0	C0071097
dydrogesterone and estrogen	5.0	C3652774
desirudin	5.0	C0378366
acetophenazine	5.0	C0050458
fluocinolone acetonide and antibiotics	5.0	C3652972
cinchocaine	5.0	C0012050
profenamine	5.0	C0015042
buformin	5.0	C0006359
docosanol	5.0	C0075770
lamivudine, abacavir and dolutegravir	5.0	C3854896
zidovudine and lamivudine	5.0	C0717880
doxylamine, combinations	5.0	C3653141
emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat	5.0	C4058848
meropenem	5.0	C0066005
penicillins, combinations with other antibacterials	5.0	C3653239
hemin	5.0	C0018988
guselkumab	5.0	C3852217
pranoprofen	5.0	C0072652
scopolamine, combinations	5.0	C3652834
covid-19, viral vector, non-replicating	5.0	C5783051
pemoline	5.0	C0030800
stavudine, lamivudine and nevirapine	5.0	C1998239
hyaluronic acid	5.0	C0020196
sulfamethizole	5.0	C0038687
belinostat	5.0	C1948068
iopydol	5.0	C0771000
acenocoumarol	5.0	C0000956
nicorandil	5.0	C0068700
nepinalone	5.0	C2698448
tazobactam	5.0	C0075870
rabies, inactivated, whole virus	5.0	C3652486
sulfaperin	5.0	C0075523
fosfocreatine	5.0	C0031634
risedronic acid and calcium, sequential	5.0	C3652714
iron, multivitamins and folic acid	5.0	C2723449
ferric proteinsuccinylate	5.0	C3652688
bevonium and analgesics	5.0	C3653000
Food allergenic extracts	5.0	C3540798
melitracen and psycholeptics	5.0	C3652955
organic nitrates in combination	5.0	C3652591
reboxetine	5.0	C0168388
argatroban	5.0	C0048470
trepibutone	5.0	C0094813
fenspiride	5.0	C0015843
prasugrel	5.0	C1620287
fenetylline	5.0	C0060167
exemestane	5.0	C0851344
phenothrin, combinations	5.0	C3652610
pyrimethamine, combinations	5.0	C3653083
amivantamab	5.0	C5446297
technetium (99mTc) sulesomab	5.0	C3652619
methylthiouracil	5.0	C0025830
lactitol	5.0	C0064585
rifampicin, ethambutol and isoniazid	5.0	C2079438
ivacaftor and tezacaftor	5.0	C4542171
abicipar pegol	5.0	C4519646
amprenavir	5.0	C0754188
fentanyl, combinations	5.0	C3652872
fluticasone	5.0	C0082607
sodium iodide (123I)	5.0	C0304977
nalfurafine	5.0	C2825264
polymyxin B	5.0	C0032535
iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane	5.0	C3652555
sacrosidase	5.0	C0718043
paraoxon	5.0	C0030480
furosemide and potassium	5.0	C1302002
alosetron	5.0	C0291772
pasireotide	5.0	C1872203
moclobemide	5.0	C0066673
clozapine	5.0	C0009079
calcium glucoheptonate	5.0	C0108111
cabozantinib	5.0	C3181682
etelcalcetide	5.0	C3713906
emtricitabine, tenofovir alafenamide and rilpivirine	5.0	C4059166
technetium (99mTc) microspheres	5.0	C2317275
ferric ammonium citrate	5.0	C0060228
buprenorphine, combinations	5.0	C3653163
oxyphencyclimine	5.0	C0069833
pamiparib	5.0	C5139725
vinyl ether	5.0	C0078264
salsalate	5.0	C0073983
aloxiprin	5.0	C0051254
iomeprol	5.0	C0063810
calcium gluconate	5.0	C0006699
sitagliptin and ertugliflozin	5.0	C4535697
somapacitan	5.0	C4726770
morniflumate	5.0	C0066803
calcium dobesilate	5.0	C0006694
mebeverine	5.0	C0065832
neratinib	5.0	C2713008
anastrozole	5.0	C0290883
venlafaxine	5.0	C0078569
thiazinam	5.0	C3652669
dihexyverine	5.0	C0771461
gitoformate	5.0	C0070285
ibrutinib	5.0	C3501358
benzocaine	5.0	C0005059
hydroflumethiazide	5.0	C0020273
colextran	5.0	C3652645
proscillaridin	5.0	C0033513
rosuvastatin and valsartan	5.0	C4059160
metformin and pioglitazone	5.0	C1635037
adagrasib	5.0	C5544276
reviparin	5.0	C0254215
phosphorous (32P) chromicphosphate colloid	5.0	C3652531
clotiazepam	5.0	C0009073
lansoprazole, amoxicillin and metronidazole	5.0	C3652750
phenformin	5.0	C0031404
hepatitis A immunoglobulin	5.0	C3652495
cilnidipine	5.0	C0378675
panobinostat	5.0	C1998098
imolamine	5.0	C0063433
trolnitrate, combinations	5.0	C3653094
fazadinium bromide	5.0	C0015707
enisamium iodide	5.0	C0657562
poly ICLC	5.0	C0071359
mupirocin	5.0	C0085259
pegademase	5.0	C0164674
hyaluronidase	5.0	C0020197
fluocinolone acetonide	5.0	C0016298
dimethyl fumarate	5.0	C0058218
apomorphine	5.0	C0003596
anthrax immunoglobulin	5.0	C4059024
sulfafurazole	5.0	C0038745
sulfaisodimidine	5.0	C0038744
acetylsalicylic acid, combinations excl. psycholeptics	5.0	C3653192
ethulose	5.0	C3652695
sacituzumab govitecan	5.0	C4086837
lenvatinib	5.0	C2986924
elbasvir	5.0	C4080052
calcitonin (pork natural)	5.0	C0359091
carbon dioxide	5.0	C0007012
terbutaline, combinations	5.0	C3652808
meningococcus A, purified polysaccharides antigen conjugated	5.0	C3652506
liothyronine sodium	5.0	C0546882
itacitinib	5.0	C4519324
folic acid	5.0	C0016410
dimetofrine	5.0	C0058204
phenacetin, combinations excl. psycholeptics	5.0	C3653195
idrocilamide	5.0	C0054086
guanoxan	5.0	C0650263
sulfathiazole	5.0	C0038722
tetracaine	5.0	C0039629
atosiban	5.0	C0164398
streptokinase, combinations	5.0	C3652822
eltrombopag	5.0	C1831905
selenium (75Se) norcholesterol	5.0	C3652620
tisagenlecleucel	5.0	C3640939
itramin tosilate, combinations	5.0	C3653075
sulfacetamide	5.0	C0038670
vutrisiran	5.0	C5446328
nemonoxacin	5.0	C2742587
oxyphenonium	5.0	C0030082
biotin	5.0	C0005575
meptazinol	5.0	C0025387
quinapril and diuretics	5.0	C3652436
olipudase alfa	5.0	C4278198
sodium lauryl sulfoacetate, incl. combinations	5.0	C3652859
meprobamate	5.0	C0025386
fructose	5.0	C0016745
ribavirin	5.0	C0035525
adrenalone	5.0	C0050876
hydrocodone	5.0	C0020264
various other nasal preparations in ATC	5.0	C3540761
sulfadimethoxine	5.0	C0038676
sunitinib	5.0	C1176020
anthrax antigen	5.0	C0882692
irbesartan and amlodipine	5.0	C3652755
trabectedin	5.0	C1311070
sodium apolate	5.0	C0126367
lonapegsomatropin	5.0	C5421356
moxetumomab pasudotox	5.0	C2717021
4-dimethylaminophenol	5.0	C0048250
triptorelin	5.0	C0077275
metformin and sitagliptin	5.0	C1952576
itramin tosilate	5.0	C0064114
isoetarine	5.0	C0022176
edetates	5.0	C0086197
tamoxifen	5.0	C0039286
ceruletide	5.0	C0006639
loracarbef	5.0	C0065295
fluticasone furoate	5.0	C1948374
tetrazepam	5.0	C0076341
minocycline	5.0	C0026187
brivudine	5.0	C0163272
toremifene	5.0	C0076836
clobutinol	5.0	C0055897
nabumetone	5.0	C0068334
picodralazine and diuretics	5.0	C3653025
xantinol nicotinate	5.0	C0043319
cefepime	5.0	C0055003
ranitidine	5.0	C0034665
metrizoic acid	5.0	C4082771
dabigatran etexilate	5.0	C1571583
etamivan	5.0	C0059692
carboquone	5.0	C0006971
metformin and linagliptin	5.0	C3264599
phenacetin	5.0	C0031364
potassium hydrogentartrate	5.0	C3652560
tretoquinol	5.0	C0040846
gatifloxacin	5.0	C0753645
4-aminosalicylic acid	5.0	C0030125
mecasermin	5.0	C0904505
filgotinib	5.0	C4310256
etoposide	5.0	C0015133
lonafarnib	5.0	C1257385
cipaglucosidase alfa	5.0	C5421138
cefradine	5.0	C0007738
technetium (99mTc) pentavalent succimer	5.0	C4707396
lanadelumab	5.0	C4505508
dexamfetamine	5.0	C0011812
roflumilast	5.0	C0965618
sulfur compounds	5.0	C0682919
morclofone	5.0	C0066796
moperone	5.0	C0066787
oxetorone	5.0	C0069760
delapril and manidipine	5.0	C3652781
metformin, saxagliptin and dapagliflozin	5.0	C4759134
midodrine	5.0	C0026078
nomifensine	5.0	C0028277
ioxitalamic acid	5.0	C0063830
iodine	5.0	C0021968
cefroxadine	5.0	C0108941
dibekacin	5.0	C0012024
rabeprazole, amoxicillin and clarithromycin	5.0	C5227837
tafamidis	5.0	C2745274
florbetaben (18F)	5.0	C3818757
morinamide	5.0	C0066807
picotamide	5.0	C0071043
metamizole sodium, combinations excl. psycholeptics	5.0	C3653203
magnesium pidolate	5.0	C0381600
erythrocytes	5.0	C0014792
dexpanthenol	5.0	C0057610
crisaborole	5.0	C4301781
dalteparin	5.0	C0206461
dimetotiazine	5.0	C0118092
combinations of tetracyclines	5.0	C3653129
sodium tetradecyl sulfate	5.0	C0037556
visnadine	5.0	C0644519
feather	5.0	C3486460
atracurium	5.0	C0004234
fenbufen	5.0	C0060156
endralazine	5.0	C0116074
chloroform	5.0	C0008238
famciclovir	5.0	C0209227
demecolcine	5.0	C0011259
clarithromycin	5.0	C0055856
camylofin and analgesics	5.0	C3652433
mitomycin	5.0	C0002475
alirocumab	5.0	C3491162
irinotecan	5.0	C0123931
propafenone	5.0	C0033429
propamidine	5.0	C0072159
coblopasvir	5.0	C5139680
plastic IUD with copper	5.0	C3653275
sodium oxybate	5.0	C0037537
sodium glycerophosphate	5.0	C0377349
glimepiride	5.0	C0061323
zonisamide	5.0	C0078844
tizanidine	5.0	C0146011
chlortalidone and potassium-sparing agents	5.0	C3652798
pimavanserin	5.0	C1722267
lynestrenol and estrogen	5.0	C3652783
isobromindione	5.0	C1881274
tiratricol	5.0	C0046882
oxyfedrine, combinations	5.0	C3652814
ephedrine, combinations	5.0	C3652880
ormeloxifene	5.0	C0007665
nitrofural	5.0	C0028157
imiglucerase	5.0	C0291140
benzoxonium chloride	5.0	C0105668
pyrrobutamine	5.0	C0163091
Agni casti fructus	5.0	C0771966
belzutifan	5.0	C5418188
desogestrel and estrogen	5.0	C3652780
moexipril and diuretics	5.0	C3653029
rasagiline	5.0	C0525678
buclizine	5.0	C0164386
combinations of rauwolfia alkoloids, combinations	5.0	C3653131
oxidized cellulose	5.0	C0007649
trimegestone and estrogen	5.0	C3652791
rauwolfia alkaloids, whole root	5.0	C3652562
tulobuterol	5.0	C0077497
masitinib	5.0	C2351398
nicotinic acid	5.0	C0027996
tripelennamine	5.0	C0041090
chlorpromazine	5.0	C0008286
uramustine	5.0	C0041920
trastuzumab	5.0	C0728747
dimethyl sulfoxide	5.0	C0012403
drisapersen	5.0	C3886496
budipine	5.0	C0054202
androstanolone	5.0	C0038148
rescinnamine	5.0	C0035167
ferristene	5.0	C0529934
salicylic acid	5.0	C0036079
epinephrine	5.0	C0014563
ramelteon	5.0	C1565316
salicylamide, combinations excl. psycholeptics	5.0	C3653207
dexamethasone, combinations	5.0	C3653157
prolgolimab	5.0	C5418241
brucella antigen	5.0	C3652922
dexmethylphenidate	5.0	C1169997
nevirapine	5.0	C0132326
atezolizumab	5.0	C4055433
sulbenicillin	5.0	C0038666
tolmetin	5.0	C0040377
hemoglobin glutamer (bovine)	5.0	C3652497
naproxen and esomeprazole	5.0	C2918009
pipotiazine	5.0	C0031968
yttrium (90Y) ferrihydroxide colloid	5.0	C3652648
ferrous gluconate and folic acid	5.0	C1629516
droperidol	5.0	C0013136
eluxadoline	5.0	C3712232
lanatoside C	5.0	C0063986
technetium (99mTc) pentetic acid	5.0	C3652468
loxoprofen	5.0	C0065199
propranolol and thiazides	5.0	C3653057
metronidazole	5.0	C0025872
nadolol and thiazides	5.0	C3652737
fesoterodine	5.0	C2343853
prednicarbate	5.0	C0071836
camostat	5.0	C0129975
cefditoren	5.0	C0287573
magnesium carbonate	5.0	C0065517
eliglustat	5.0	C3272698
anidulafungin	5.0	C1142738
levamlodipine	5.0	C2717539
pentagastrin	5.0	C0030859
vardenafil	5.0	C0971579
hydroxocobalamin, combinations	5.0	C3653110
reslizumab	5.0	C1869620
trimebutine	5.0	C0041023
pivagabine	5.0	C0619323
Sabalis serrulatae fructus	5.0	C3652637
tiotropium bromide	5.0	C1306772
inclisiran	5.0	C4307388
ridaforolimus	5.0	C2713007
ocrelizumab	5.0	C1882138
olanzapine	5.0	C0171023
fabomotizole	5.0	C3871450
docusate sodium	5.0	C0243237
tolvaptan	5.0	C1176308
cinnarizine	5.0	C0008803
dihydrostreptomycin	5.0	C0262967
Combination solutions for parenteral nutrition	5.0	C3539972
linagliptin and empagliflozin	5.0	C3871442
iopanoic acid	5.0	C0022028
indacaterol	5.0	C1722260
isopropanol	5.0	C0022237
coagulation factor VII	5.0	C0015502
eszopiclone	5.0	C1436328
alfentanil	5.0	C0002026
bromazepam	5.0	C0006213
cefatrizine	5.0	C0007545
acetarsol	5.0	C0050436
rimazolium	5.0	C0072022
epinastine	5.0	C0078442
tixocortol	5.0	C0146010
sultopride	5.0	C0075630
edoxaban	5.0	C2975435
naproxen	5.0	C0027396
dextropropoxyphene, combinations excl. psycholeptics	5.0	C3653211
potassium citrate	5.0	C0137996
ampicillin and beta-lactamase inhibitor	5.0	C3652985
hydrochlorothiazide	5.0	C0020261
nandrolone	5.0	C0027368
dexrabeprazole	5.0	C3661450
diastase	5.0	C0002712
miconazole	5.0	C0025942
ertapenem	5.0	C1120106
gallium (68Ga) edotreotide	5.0	C3640098
gestrinone	5.0	C0017507
caffeine and sodium benzoate	5.0	C0544336
silver compounds	5.0	C3536923
apraclonidine	5.0	C0048038
erbium (169Er) citrate colloid	5.0	C3652568
tinidazole	5.0	C0040263
gadopentetic acid	5.0	C0060933
sulfadimidine	5.0	C0038686
olopatadine	5.0	C0527189
zinc gluconate	5.0	C0149381
relugolix, estradiol and norethisterone	5.0	C5432213
prednisolone and antibiotics	5.0	C3653002
chiniofon	5.0	C0008129
choriogonadotropin alfa	5.0	C0937609
follitropin delta	5.0	C4301617
tidiacic arginine	5.0	C3652559
tioclomarol	5.0	C0612505
lypressin	5.0	C0024328
varicella/zoster immunoglobulin	5.0	C0078049
tebentafusp	5.0	C5139666
carbenicillin	5.0	C0006976
regorafenib	5.0	C2980094
zimeldine	5.0	C0043479
donepezil, memantine and Ginkgo folium	5.0	C3871451
metipranolol	5.0	C0041030
docusate sodium, incl. combinations	5.0	C3653143
dyclonine	5.0	C0058831
megestrol	5.0	C0025175
thiocolchicoside, combinations	5.0	C3871427
pyrithyldione	5.0	C0072736
combination drugs used in erectile dysfunction	5.0	C3539970
hydroxyethylstarch	5.0	C0020352
nimorazole	5.0	C0028095
pazopanib	5.0	C1831796
simfibrate	5.0	C0074551
clofibride	5.0	C0055909
griseofulvin	5.0	C0018242
cenobamate	5.0	C4550368
brompheniramine, combinations	5.0	C3653166
flecainide	5.0	C0016229
pramiracetam	5.0	C0071809
absorbable gelatin sponge	5.0	C0017238
loratadine	5.0	C0065180
gusperimus	5.0	C0284559
magnesium oxide	5.0	C0024477
primaquine	5.0	C0033126
